Pergunta;Opções;Resposta;Fonte
You have a project management app that is fully hosted in Microsoft Teams. The app was developed by using Microsoft Power Apps. You need to create a Power BI report that connects to the project management app. Which connector should you select?;A. Microsoft Teams Personal Analytics | B. SQL Server database | C. Dataverse | D. Dataflows;C E;PL-300-Updated-Part-1.pdf
For the sales department at your company, you publish a Power BI report that imports data from a Microsoft Excel file located in a Microsoft SharePoint folder. The data model contains several measures. You need to create a Power BI report from the existing data. The solution must minimize development effort. Which type of data source should you use?;A. Power BI dataset | B. a SharePoint folder | C. Power BI dataflows | D. an Excel workbook;;PL-300-Updated-Part-1.pdf
You are creating a report in Power BI Desktop. You load a data extract that includes a free text field named coll. You need to analyze the frequency distribution of the string lengths in col1. The solution must not affect the size of the model. What should you do? length for col1;A. In the report, add a DAX calculated column that calculates the length of col1 | B. In the report, add a DAX function that calculates the average length of col1 | C. From Power Query Editor, add a column that calculates the length of col1 | D. From Power Query Editor, change the distribution for the Column profile to group by;;PL-300-Updated-Part-1.pdf
You have a Power BI query named Sales that imports the columns shown in the following table. Users only use the date part of the Sales_Date field. Only rows with a Status of Finished are used in analysis. You need to reduce the load times of the query without affecting the analysis. Which two actions achieve this goal? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.;A. Remove the rows in which Sales[Status] has a value of Canceled. | B. Remove Sales[Sales_Date]. | C. Change the data type of Sale[Delivery_Time] to Integer. | D. Split Sales[Sale_Date] into separate date and time columns. | E. Remove Sales[Canceled Date].;AD;PL-300-Updated-Part-1.pdf
You have the Power BI model shown in the following exhibit. A manager can represent only a single country. You need to use row-level security (RLS) to meet the following requirements: The managers must only see the data of their respective country. The number of RLS roles must be minimized. Which two actions should you perform? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point. function. function. both directions. direction to Single.;A. Create a single role that filters Country[Manager_Email] by using the USERNAME DAX | B. Create a single role that filters Country[Manager_Email] by using the USEROBJECTID DAX | C. For the relationship between Purchase Detail and Purchase, select Apply security filter in | D. Create one role for each country. | E. For the relationship between Purchase and Purchase Detail, change the Cross filter;AC E;PL-300-Updated-Part-1.pdf
DRAG DROP You plan to create a report that will display sales data from the last year for multiple regions. You need to restrict access to individual rows of the data on a per region-basis by using roles. Which four actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Select and Place: 1 4 2 3 3 4 1 5 2;;A E;PL-300-Updated-Part-1.pdf
You need to create a visualization that compares revenue and cost over time. Which type of visualization should you use?;A. waterfall chart | B. stacked area chart | C. line chart | D. donut chart;C E;PL-300-Updated-Part-1.pdf
DRAG DROP You have a Power BI dashboard named DashboardA that contains a tile named TileA. TileA contains a treemap visual from a report named ReportA. You need to provide the users of DashboardA with additional tiles that relate to the contents of TileA. Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Select and Place: 1 3 2 3 2 1;;;PL-300-Updated-Part-1.pdf
You are building a Power BI report. Users will view the report by using their mobile device. You need to configure the report to display data based on each user's location. Which two actions should you perform? Each correct answer presents part of the solution. NOTE: Each correct selection is worth one point.;A. From Power Query Editor, detect the data types of the relevant columns. | B. In Data Category, set the geographic data category for the relevant columns. | C. Create a hierarchy for columns of the geography data type. | D. Use the columns of the geography data type in all visuals. | E. For the relevant columns, set synonyms to match common geographical terms.;BD E;PL-300-Updated-Part-1.pdf
You have a report that contains a donut chart and a clustered column chart. Interactions between the visuals use the default settings. You need to modify the report so that when you select a column in the column chart, the donut chart redraws by using the data from the selected column. What should you do?;A. Select the donut chart and set the column chart interaction to Filter. | B. Select the column chart and set the donut chart interaction to Filter. | C. Select the donut chart and set the column chart interaction to None. | D. Select the column chart and set the donut chart interaction to None.;B E;PL-300-Updated-Part-1.pdf
You are creating a Power BI report by using Power BI Desktop. You need to include a visual that shows trends and other useful information automatically. The visual must update based on selections in other visuals. Which type of visual should you use?;A. Q&A | B. smart narrative | C. key influencers | D. decomposition tree;B E;PL-300-Updated-Part-1.pdf
You have a Microsoft Excel file on a file server. You create a Power BI report and import a table from the Excel file. You publish the report. You need to ensure that the data refreshes every four hours. What should you do first?;A. Upload the Excel file to a Power BI workspace. | B. Create a subscription to the report. | C. Deploy an on-premises data gateway. | D. Edit the data source credentials.;C E;PL-300-Updated-Part-1.pdf
You have a Power BI workspace that contains a dataset, a report, and a dashboard. The following groups have access: External users can access the dashboard. Managers can access the dashboard and a manager-specific report. Employees can access the dashboard and a row-level security (RLS) constrained report. You need all users, including the external users, to be able to tag workspace administrators if they identify an issue with the dashboard. The solution must ensure that other users see the issues that were raised. What should you use?;A. comments | B. chat in Microsoft Teams | C. alerts | D. subscriptions;A E;PL-300-Updated-Part-1.pdf
You need create a date table In Power BI that must contain 10 full calendar years, including the current year. How should you complete the Dax expression? To answer select, the appropriate options in the answer area. Values Answer Area Date = Calendar var var1= ( ()) Calendarauto return Date Value Eomonth Today ( Date (var1 -9, 01, 01), Date (var1, 12, 31) Year ) YEAR, Today, Calendar Testlet 1 Overview Contoso, Ltd. is a manufacturing company that produces sports equipment. Contoso holds quarterly board meetings for which financial analysts manually prepare Microsoft Excel reports, including balance sheets and profit and loss statements for each of the company's four business units. Existing Environment Data and Sources Data for the reports comes from the sources shown in the following table. The balance sheet data is unrelated to the profit and loss results other than they both relate to dates. Balance Sheet Data The balance sheet data is imported and includes the final monthly balances of each account in the format shown in the following table. The balance sheet data always includes a row for each account for each month. Product Catalog Data The product catalog shows how products roll up to product categories, which roll up to the business units. The product list is provided in the format shown in the following table. Revenue data is provided at the date and product level. Expense data is provided at the date and department level. Business Issues Historically, it has taken two analysts a week to prepare the reports for the quarterly board meetings. Also, there is usually at least one issue each quarter where a value in a report is wrong because of a bad cell reference in an Excel formula. On occasion, there are conflicting results in the reports because the products and departments that roll up to each business unit are not defined consistently. Requirements Planned Changes Contoso plans to automate and standardize the quarterly reporting process by using Power BI. The company wants to reduce how long it takes to populate the reports to less than two days. The company wants to create common logic for the business units, products, and departments. The logic will be used across all reports, including but not limited to the quarterly reporting for the board. Technical Requirements Contoso wants the reports and datasets refreshed with minimum manual effort. The company wants to provide the board with a single package of reports that will contain custom navigation and links to supplementary information. Maintenance, including manually updating data and access, must be minimized as much as possible. Security Requirements • The reports must be made available to the board from powerbi.com. An Azure Active Directory (Azure AD) group will be used to share information with the board. Contoso identifies the following security requirements for analyst access: • Analysts must be able to access all balance sheet and product catalog data. • Analysts must be able to access only the profit and loss data of their respective business unit. • Analysts must be able to create new reports from the dataset that contains the profit and loss data, but the reports built by the analysts must NOT be included in the quarterly reports for the board. • Analysts must NOT be able to share the quarterly reports with anyone. • Analysts must NOT be able to make new reports by using the balance sheet data. Report Requirements You plan to relate the balance sheet table to a date table in Power BI in a many-to-one relationship based on the last day of the month. At least one of the balance sheet reports in the quarterly reporting package must show the ending balances for the quarter, as well as for the previous quarter. The date table will contain the columns shown in the following table. The definitions and attributes for the products, departments, and business units must be consistent across all the reports. The board must be able to get the following information from the quarterly reports: • Revenue trends over time • The ending balances of each account • Changes in long-term liabilities from the previous quarter • The percent of total revenue contributed by each product category • A comparison of quarterly revenue versus the same quarter from the previous year • The reports must be updated with the latest data by 5 AM each day.;;;PL-300-Updated-Part-3.pdf
You need to create a measure that returns the percent of revenue by product category. How should you complete the measure? To answer, select the appropriate options in the answer area. Answer Area Category Revenue Contribution = Var AllcategoryRev (Sum ([Revenue]), (ProductList[ ProductCategory]) RETURN (Sum([Revenue]), All CategoryRev) A) CALCULATE B) CALCULATE TABLE A) ALL B) ALL SELECTED A) DIVIDE B) SUM ANSWER CALCULATE, ALL, DIVIDE;;;PL-300-Updated-Part-3.pdf
One the Profit and loss dataset is created, which four actions should you sequence to ensure that the Business unit analysts see the appropriate profit and loss data? To answer, move the appropriate actions to the answer area and arrange them in the correct order. Actions. 1. From powerbi.com, assign the analysts the Contributor role to the workspace. 2. From Power BI Desktop, create four roles 3. From Power BI Desktop, Add a table Filter DAX Expression to the roles 4. From Power BI Desktop, Publish the dataset to Powerbi.com. 5. From powerbi.com, add roles member to the roles 2,3,4,5;;;PL-300-Updated-Part-3.pdf
You need to update the Power BI model to ensure that the analysts can build drill- downs from business unit to product in a visual. What should you create?;A. a calculated table | B. a calculated column | C. a group | D. a hierarchy;;PL-300-Updated-Part-3.pdf
You need to ensure that the data is updated to meet the report requirements. The solutions must minimize configuration effort. What should you do?;A. From each report in powerbi.com, select Refresh visuals | B. Configure a scheduled refresh without using an on-premises data gateway | C. Configure a scheduled refresh by using an on-premises data gateway | D. From Power BI Desktop, download the PBXI file and refresh the data;;PL-300-Updated-Part-3.pdf
You Need to create the relationship between the product list and the revenue results. The solution must minimize the time it takes to render visuals. What should you set as the relationships cardinality?;A. Many to many | B. One to one | C. One to many | D. Many to one;;PL-300-Updated-Part-3.pdf
You are Building a Power BI report. User will view the report by using their mobile device. You need to configure the report to display data based on each user´s locations. Which two actions should you perform? Each correct answer present part of the solution.;A. Create a hierarchy for column of the geography data type | B. From Power Query Editor, detect the data types of the relevant columns | C. Use the Columns of the geography data type in all visuals | D. For the relevant columns, set synonyms to match common geographical terms | E. In data Category, set the geographic data category for the relevant columns;;PL-300-Updated-Part-3.pdf
You Have a Power BI dashboard named Dashboard that contains a TileA . TileA contains a treemap visual from a report name ReportA . You need to provide the users of DashboardA with additional tiles that relate to the contents of TileA. Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the to the answer are and arrange them in the correct order. Actions From ReportA, select the treemap visual options, and the select Spotlight From ReportA, select Get Insights From DashboardA, select TileA, to open ReportA Answer Area From DashboardA, select TileA options, and then select View Insights From Focus mode, review the generated visuals From Focus mode, pin the relevant visual to Dashboard;;;PL-300-Updated-Part-3.pdf
You are creating a dashboard by using the Power BI service. You have an existing report page that contains three charts. You need to add the charts to the dashboard while maintaining the interactivity between the charts. What should you do?;A. Edit the dashboard theme and pin each chart as a tile | B. Pin the report page as a live tile | C. Pin each chart as a tile | D. Edit interactions in the report and set all interactions to Filter;;PL-300-Updated-Part-3.pdf
You have a report in Power Bi Desktop. You add a key influencers visual as shown in the exhibit. (Click the Exhibit tab.) Use the drop-down menus to select the answer choice that completes each statement based on the information presented in the graphic.;;;PL-300-Updated-Part-3.pdf
You have a report that includes a card visualization. You need to apply the following conditional formatting to the card while minimizing design effort: • For values that are greater than or equal to 100, the font of the data label must be dark red. • For values that are less than 100, the font of the data label must be dark gray. Which type of format should you use?;A. Color scales | B. Rules | C. Filed value;;PL-300-Updated-Part-3.pdf
You have a Power BI table named Customer that contains a field named Email Address. You discover that multiple records contain the same email address. You need to create a calculated column to identify which records have duplicate email addresses. How should you complete the DAX expression for the calculated column? To answer, drag the appropriate values to the correct targets. Each value may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. Values ALL CALCULATE COUNTROWS EVALUATE SUM SUMX Answer Area Count Email = VAR Email = (Email Address) RETURN CALCULATE ( (Customer), COUNTROWS ALL (Customer), Customer (Email Address) * Email );;;PL-300-Updated-Part-3.pdf
You have a dataset that is used in frequently and refreshes every hour. You receive a notification that the refresh wash disabled due to inactivity. Which two actions will cause the scheduled refresh scheduled to resume? Each correct answer presents a complete solution.;A. From PowerShell, run the get – powerbireport cmdlet | B. From the Power BI service, open a dashboard that uses the dataset | C. Enable query caching for the dataset | D. From the Power BI service, open a report that uses the dataset | E. Import the dataset to Microsoft Excel;;PL-300-Updated-Part-3.pdf
In Power Query Editor, you have three queries named ProductCategory, ProductSubCategory and Product. Every Product has a ProductSubCategory. Not every ProductSubCategory has a parent ProductCategory. You need to merge the three queries into a single query. The solution must ensure the best performance in Power Query. How should you merge the tables? To answer, drag the appropriate merge types to the correct queries. Each merge type may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. 1. Full outer 2. Inner 3. Left Anti 4. Left outer 5. Right anti 6. Right outer ANSWER AREA Left Table Right Table Join King Product ProductSubCategory Inner ProducSubcategory ProductCategory Left Outer;;;PL-300-Updated-Part-3.pdf
For the sales department at your company, you publish a Power BI report the imports data from a Microsoft Excel file located in a Microsoft Sharepoint folder. The data model contains several measures. You need to create a Power BI report from the existing data. The solution must minimize development effort. Which type of data source should you use?;A. Power BI dataflows | B. an Excel workbook | C. a Sharepoint folder | D. Power BI dataset;;PL-300-Updated-Part-3.pdf
You have a Microsoft Excel spreadsheet that contains the data shown in the following table. Department Stage School 1 School 2 School 3 School 4 Mathematics 1 75 65 90 70 Mathematics 2 80 70 80 75 Geography 1 95 65 80 75 Geography 2 80 70 80 75 You plan to build a data model for a Power BI report. You need to prepare the data so that it is available to the model in the format shown in the following table. Department School Avg Score Mathematics School1 77.5 Geography School1 87.5 Which three actions should you perform in sequence in Power Query Editor? To answer, more the appropriate actions from the list of actions to the answer area and arrange them in the correct order. Actions Group by [Department], [School1], [School2, [School3], [School4] and create a new column named (Avg Score) that uses the AVERAGE function on the [Stage]column. Select and unpivot the [Department] and [Stage] columns. Answer Area Select the [Department] and [Stage] columns and unpivot the other columns. Rename the [Attribute] column as [School] and the [Value] column as [Score]. Group by [Department] and [School] and create a new column named [Avg Score] that uses the Average function on the [Score] column.;;;PL-300-Updated-Part-3.pdf
A manager can represent only a single country. You need to you use row-level security (RLS) to meet the following requirements: • The managers must only see the data of their respective country. • The number of RLS roles must be minimized. Which two actions should you perform? Each correct answer presents a complete solution. function function direction to Single both directions;A. Create one role for each country | B. Create a single role that filters Country [Manager_Email] by using the USERSELECT DAX | C. Create a single role that filters Country [Manager_Email] by using the USERNAME DAX | D. For the relationship between Purchase and Purchase Detail change the Cross filter | E. For the relationship between Purchase and Purchase select Apply security filter in;;PL-300-Updated-Part-3.pdf
In power BI Desktop, you have a dataset that contains a table. You create a table visual on a Power BI report page as shown in the following exhibit. You need to configure the visual to display the referenced image instead of the URL in the Plant image column. What should you do?;A. Set the Data type of the Plant Image field to Binary | B. From the Formatting tab, select Values, and then set URL icons to ON for the table | C. Set the Data category of the Plant image filed to Image URL | D. Set the Data category of the Plant image filed to Web URL;;PL-300-Updated-Part-3.pdf
You have a Power BI model that contains a table named Sales and a related date table. Sales contains a measure named Total Sales. You need to create a measure that calculates the total sales from the equivalent month of the previous year. How should you complete the calculation? To answer, select the appropriate options in the answer area. Answer Area Sales Previous Year = Calculate ( [Total Sales], SAMEPERIODLASTYEAR ( Date [date]));;;PL-300-Updated-Part-3.pdf
You have a Power BI query named Sales that imports the columns shown in the following table: Name Description Sample Value ID A unique value that represents a sale 10253 Sale - Date Sales Date 2021-11- A column to extract the date of the sale 23T09:53:00 Customer - ID Represents A unique Customer ID number 13158 Delivery -Time Elapsed delivery time in hours 51.52 Can contain null values Status Sales status Finished Contains only the following two values. Finished and canceled Canceled - Date Cancellation date and time 2021-11- Can contain null values 24T14:11:23 Users only use the date part of the Sales_Date field. Only rows with a Status of Finished are used in analysis. You need to reduce the load times of the query without affecting the analysis. Which two actions achieve this goal? Each correct answer presents a complete solution.;A. Remove Sales [Canceled Date] | B. Change the data type of Sale [Delivery_time] to Integer | C. Remove the rows in which Sales [Status] has a value of Canceled | D. Remove Sales [Sales_Date] | E. Split Sales [Sales_Date] into separate date and time columns;;PL-300-Updated-Part-3.pdf
You create a data model in Power BI. Report developers and users provide feedback that the data model is too complex. The model contains the following table: Table name Column name Data type Sales - Region region – id Interger name Varchar Region - Manager region – id Interger manager – id Interger Sales - Manager sales – manager – id Interger name Varchar region – id Interger Manager manager - id Interger name Varchar The model has the following relationships: • There is a one-to one relationships between Sales_Region and Region_Manager. • There are more records in Manager than in Region_Manager, but every record in Region_Manager has a corresponding record in Sales_Manager. • There are more records in Sales_Manager than in Sales_Region, but every record in Sales_Region has a corresponding record in Sales_Manager. You need to denormalize the model into a single table. Only managers who are associate to a sales region must be included in the reports. Which three actions should you perform in sequence? To answer move the appropriate actions from the list of actions to the answer area and correct order. Actions 1.Merge [Sales_Region] and [Region_Manager] by using a right join as a new query named [Sales_Region_and_Region_Manager] 2. Merge [Sales_Region] and [Region_Manager] by using an inner join 3. Merge [Sales_Region] and [Sales_Manager] by using an inner join 4. Merge [Region_Manager] and [Manager] by using an inner join 6. Merge [Sales_Region] and [Sales_Manager] by using a inner join as a new query named [Sales_Region_and_Manager] 7. Merge [Sales_Manager] and [Sales_Region] by using a left join 2,3,5;;;PL-300-Updated-Part-3.pdf
You have a Microsoft Excel spreadsheet named Excel1 that contains survey results. You have a Power BI dashboard named DashboardA that has Q&A enabled. You need to ensure that users who can access DashboardA can as question based and the contents of Excel1 and pin visuals based on their queries to The solution must minimize development time. Which three actions should you perform in sequence? To answer, move the appropriate actions from the list of actions to the answer area and arrange to correct order. Actions From Excel, create a named range by using the data in Excel1 From powerbi.com, pin a range from Excel 1 to DashboardA From powerbi.com, add a tile for the Excel1 dataset to DashboardA From Excel, format the data in Excel1 as a table From powerbi.com, upload Excel1 From powerbi.com, import Excel1 as a dataset Answer Area 1,5,2;;;PL-300-Updated-Part-3.pdf
# PL 300 Renewal Questions 2024 The following markdown file contains questions found in the Power BI PL-300 Certification Renewal Exam, which have been obtained via web scraping and browsing exam dumps. They're sorted in no specific order, and unresolved.;;;PL300_RENEWAL_24.md
You have a Power BI data model that has the following tables: `Sales`, `Returns`, `Customer`, and `Date`. No relationships have been created. You need to view and filter sales and returns by the same months at the same time. What three actions should you perform? Each correct answer presents part of the solution. **Select all answers that apply.** - Create a DAX measure that combines sales and returns. - Create a month column in both the Sales and Returns tables. - Create a relationship between Sales and Date. - Create a relationship between the Returns and Date. - Select the Date table and select Mark as date table.;;;PL300_RENEWAL_24.md
You preview a single table in Power Query Editor in Power BI Desktop. The table contains the following columns: `ProductName`, `ProductID`, `SalesDate`, and `SalesAmount`. You need to convert the table into a properly formed star schema. To which table should you add the `SalesAmount` field?;Product Dimension | Product Fact | Sales Dimension | Sales Fact;;PL300_RENEWAL_24.md
You need to ensure that when users use the Q&A visual in a Power BI report, the visual maps the word “Country” to the Geography[Region] field in the semantic model. The solution must NOT change any existing visuals. What should you do?;Add a synonym to the Geography table. | Add a synonym to the Region column. | Rename the Region column to Country. | Set the row label in the Geography table to Region.;;PL300_RENEWAL_24.md
You preview a single table in the Power Query Editor in Power BI Desktop. The table contains the following columns: `LocationName`, `LocationID`, `Temperature`, and `DateTime`. You need to convert the table into a properly formed star schema. To which table should you add the LocationName field?;Date Dimension | Location Dimension | Location Fact | Temperature Measurements Fact;;PL300_RENEWAL_24.md
You need to write a DAX measure that returns the revenue for selected dates during the previous year. Which two DAX functions should you include in the measure? Each correct answer presents part of the solution. **Select all answers that apply.** - `CALCULATE` - `CLOSINGBALANCEYEAR` - `PREVIOUSQUARTER` - `SAMEPERIODLASTYEAR`;;;PL300_RENEWAL_24.md
You have a Power BI model that contains a table named `Person`. The `Person` table contains a whole number column named `Age`. You need to write a DAX measure that finds the middle value in the range of `Age` values. What formula should you use?;`AVERAGE('Person'[Age])` | `MEDIAN('Person'[Age])` | `RANK.EQ('Person'[Age], ‘Person’[Age])` | `STDEV.P('Person'[Age])`;;PL300_RENEWAL_24.md
You have a Power BI data model that contains two tables: `Sales` and `Date`. The `Sales` table can be related to the `Date` table by either the `Sales Date` column or the `Ship Date` column. You need to create a role-playing dimension using DAX. The role-playing dimension must support the ability to filter sales where `Ship Date` is in the current month and `Sales Date` is in the prior month. Which type of DAX expression should you use?;Calculated column | Calculated table | Measure | What-If analysis;;PL300_RENEWAL_24.md
You have a Power BI data model that contains the following three tables: * `Sales` * `Date` * `Product` The `Sales` table is related to the `Date` and `Product` tables by using many-to-one relationships. The `Sales` table contains a column named `Total Sales Amount`. You need to create a measure named `Total Sales` that can be used in visuals to aggregate `Total Sales Amounts` by product or by date. What should you use?;`Total Sales = ALL(‘Sales’[Total Sales Amount])` | `Total Sales = CALCULATE([Total Sales])` | `Total Sales = MAX(‘Sales’[Total Sales Amount])` | `Total Sales = SUM(‘Sales’[Total Sales Amount])`;;PL300_RENEWAL_24.md
You create a Power BI model that contains the sales for the last five years. The size of the model is 950 MB. The Sales table contains five million rows. You need to minimize the model size and perform the following analysis: Current and one previous year sales for all active products Current year sales by product category What should you do?;Remove the `Product Status` column. | Remove the rows that relate to inactive products. | Remove the rows that relate to sales that occurred more than two years earlier. | Remove the `Sale Date` column.;;PL300_RENEWAL_24.md
You have a Power BI model that contains sensor data from 500 sensors that return temperature readings each minute. Your reporting requirements include the calculation and display of the average temperature from each sensor at every hour. The reports do NOT show the raw data for each minute. You need to reduce the size of the model to improve performance. What should you do?;And a report filter for the Hour column. | Create visuals that group the data by hour. | Remove the rows that contain readings. | Use Power Query to group the sensor data by hour.;;PL300_RENEWAL_24.md
You have a Power BI data model that contains a table named `Contacts`. Contacts contains the following text columns: * `Name` * `Email` * `Phone` * `Subscribed to Newsletter` All columns use the `Text` data type. The `Phone` column contains the area code, number, and country code. The `Subscribed to Newsletter` column contains a value of true or false. You need to minimize the size of the data model by changing a column’s data type. The solution must prevent data loss. What should you do?;Change `Phone` to a decimal data type. | Change `Phone` to a whole number data type. | Change `Subscribed to Newsletter` to a binary data type. | Change `Subscribed to Newsletter` to a True/False data type.;;PL300_RENEWAL_24.md
You have a Power BI report that has one page. You need to configure the report to meet the following requirements: The page color must be gray The color of the area around the page must be light blue Which two tasks should you perform? Each correct answer presents part of the solution. **Select all answers that apply.** - Set the canvas background color to gray. - Set the canvas background color to light blue. - Set the wallpaper color the gray. - Set the wallpaper color to light blue.;;;PL300_RENEWAL_24.md
You are creating a visualization in a Power BI report. You need to recommend which visualization to use in the report to perform a quick comparison of the current quarter sales by country. Which visualization type should you recommend?;column chart | gauge chart | matrix | scatter chart;;PL300_RENEWAL_24.md
You plan to use Power BI report visual to display sales values that change over time. You need to identify a visualization to use. The solution must clearly illustrate the changes of sales values over time. Which visualization type should you identify?;Column chart | Doughnut chart | Funnel chart | Pie chart;;PL300_RENEWAL_24.md
You need to create a sales report in Power BI that meets the following requirements: Must display data in tables with headers and footers Must print all data in the report Must allow users to select a region value in the parameters What should you do?;Create a paginated report with a table. | Create a scorecard. | Create an interactive report with a matrix. | Create an interactive report with a table.;;PL300_RENEWAL_24.md
You have a report that has three overlapping visuals: a bar chart, a line chart and a card. You need to modify the report to meet the following requirements: the card must render above the line chart the line chart must render above the bar chart. What setting should you modify?;Aspect ratio | Layer order | Tab order | Vertical alignment;;PL300_RENEWAL_24.md
You have a Power BI report that contains a clustered column chart visual. The visual shows the revenue on the y-axis and the month on the x-axis. You need to ensure that users can drill down from month to week to day. To what should you add the Week and Day fields?;Legend | Small Multiples | X-axis | Y-axis;;PL300_RENEWAL_24.md
You plan to analyze sales data in Power BI by using the following fields: * `Sales amount` * `Order Quantity` * `Product` You need to use clustering to identify groups of similar data points in a subset of your data. What visualization type should you use?;Line chart | Scatter chart | Tree map | Waterfall chart;;PL300_RENEWAL_24.md
You plan to use Power BI to analyze taxi cab rides in New York City. You need to review the total distance of rides by date. You need to visually indicate anomalies in the values as well as the expected range of distance values for the date. What visual should you use?;Line chart | Pie chart | Scatterplot | Tree map;;PL300_RENEWAL_24.md
You have a workspace that contains two semantic models and five reports. You need to grant all department users read access to only one of the semantic models and three of the reports. Access should be automatically removed for users who leave the department. Which two actions should you perform? Each correct answer presents part of the solution. **Select all answers that apply.** - Add the security group containing the users to the **_Viewer_** role on the workspace. - Grant app access to the security group containing the users and publish the app. - Set Include in App to Yes for all semantic models and reports. - Set Include in App to Yes for the one semantic model and the three reports. - Share the one semantic model and the three reports with each user in the department.;;;PL300_RENEWAL_24.md
You have a workspace that contains two semantic models and five reports. You need to grant all department users read access to only one of the semantic models and three of the reports. Access should be automatically removed for users who leave the department. Which two actions should you perform? Each correct answer presents part of the solution. **Select all answers that apply.** - Add the security group containing the users to the Viewer role on the workspace. - Grant app access to the security group containing the users and publish the app. - Set Include in App to Yes for all semantic models and reports. - Set Include in App to Yes for the one semantic model and the three reports. - Share the one semantic model and the three reports with each user in the department.;;;PL300_RENEWAL_24.md
You have a workspace named `workspace1` in the Power BI service. Content is shared to users by using a Power BI app. You have made updates to a report in the workspace, and you need to distribute the updated report. What should you do?;Add the appropriate users to the Viewer role in the workspace. | Save a copy of the report to a different workspace. | Share the updated report with the appropriate security group. | Update the Power BI app.;;PL300_RENEWAL_24.md
You have published an imported semantic model to a workspace. The workspace is in the shared capacity of the Power BI service. The source data changes every 5 minutes. You need to keep the data in the Power BI semantic model as current as possible without upgrading Power BI licenses or changing the workspace. What should you do?;Configure a scheduled refresh 8 times a day. | Configure a scheduled refresh every 15 minutes. | Configure a scheduled refresh every hour of each day. | Perform an on-demand refresh once a day.;;PL300_RENEWAL_24.md
You have a Power BI workspace that contains a semantic model named `ModelA`. You have a Microsoft Entra group named `GroupA`. `GroupA` is currently not assigned to a workspace role. You need to ensure that `GroupA` can use Analyze in Excel with `ModelA`. What permissions should you grant?;Build | Read | Reshare | Write;;PL300_RENEWAL_24.md
# PL 300 Renewal Questions 2025 The following markdown file contains questions found in the Power BI PL-300 Certification Renewal Exam, which have been obtained via web scraping and browsing exam dumps. They're sorted in no specific order, and answered by an LLM (**THIS IS NOT AN OFFICIAL ANSWER**).;;;PL300_RENEWAL_25.md
You preview a query from the Power Query Editor. You notice that Column A contains blank values and null values. You need to convert all blank values to null. **Which option should you select from Column A?**;Clean | Fill Down | Replace Errors | Replace Values;Replace Values;PL300_RENEWAL_25.md
You are previewing an Excel file in Power Query Editor by using Power BI Desktop. The file contains data in two columns. One column lists categories. The other column lists subcategories in each category. You need to transform the data to a table that has a separate column for each category and contains the count of subcategories for each category. **What transform should you use?**;Pivot | Promote headers | Transpose | Unpivot;Pivot;PL300_RENEWAL_25.md
You are previewing two queries named Query1 and Query2 in Power Query Editor. Query1 contains data about employee IDs 1 through 10. Query2 contains data about employee IDs 5 through 15. You merge by using a left outer join from Query1 to Query2. **Which employee IDs will be present in the merged query?**;1 through 10 | 5 through 10 | 5 through 15 | 11 through 15;1 through 10;PL300_RENEWAL_25.md
You need to create a relationship between two tables named `Sales` and `Sales Detail` in a Power BI data model. For every row in the `Sales` table, there is at least one row, and possibly multiple rows, in the `Sales Detail` table. **How should you configure the relationship?**;many-to-many from Sales to Sales Detail | many-to-one from Sales to Sales Detail | one-to-many from Sales to Sales Detail | one-to-one from Sales to Sales Detail;one-to-many from Sales to Sales Detail;PL300_RENEWAL_25.md
You preview a single table in the Power Query Editor in Power BI Desktop. The table contains the following columns: `LocationName`, `LocationID`, `Temperature`, and `DateTime`. You need to convert the table into a properly formed star schema. **To which table should you add the LocationName field?**;Date Dimension | Location Dimension | Location Fact | Temperature Measurements Fact;Location Dimension;PL300_RENEWAL_25.md
You have a Microsoft Power BI semantic model that contains a dimension table named `DimCustomer` and a fact table named `FactOrder`. `DimCustomer` contains one row per customer. `FactOrder` contains one row per order. You need to create a relationship between `DimCustomer` and `FactOrder`. **Which type of relationship cardinality should you choose?**;many-to-many | many-to-one | one-to-many | one-to-one;one-to-many;PL300_RENEWAL_25.md
You have a Microsoft Power BI semantic model that contains three tables named `DimDate`, `FactSales`, and `FactInventory`. `DimDate` is a dimension table that contains one row per date. `FactSales` is a fact table that contains one row per item sold. `FactInventory` is a fact table that contains one row per item in the inventory per day. `DimDate` is related to both `FactSales` and `FactInventory`. **What type of dimension is DimDate?**;degenerate dimension | junk dimension | outrigger dimension | role-playing dimension;role-playing dimension;PL300_RENEWAL_25.md
You have a Power BI model that contains a table named `Person`. The `Person` table contains a whole number column named `Age`. You need to write a DAX measure that finds the middle value in the range of Age values. **What formula should you use?**;`AVERAGE('Person'[Age])` | `MEDIAN('Person'[Age])` | `RANK.EQ('Person'[Age], ‘Person’[Age])` | `STDEV.P('Person'[Age])`;`MEDIAN('Person'[Age])`;PL300_RENEWAL_25.md
